,Match_Id,Date,Gender,Venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
550,319142.,2008-06-20,male,"Kensington Oval, Bridgetown",West Indies,Australia,West Indies,field,West Indies,['XM Marshall']
551,343764.,2008-04-20,male,National Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,['Misbah-ul-Haq']
552,350050.,2009-08-30,male,Old Trafford,England,Australia,England,field,no result,['Misbah-ul-Haq']
553,350347.,2008-11-05,male,New Wanderers Stadium,South Africa,Bangladesh,Bangladesh,field,South Africa,['Abdur Razzak']
554,350475.,2009-03-27,male,New Wanderers Stadium,South Africa,Australia,South Africa,field,South Africa,['DJ Hussey']
555,350476.,2009-03-29,male,SuperSport Park,South Africa,Australia,Australia,field,South Africa,['RE van der Merwe']
556,351694.,2009-01-11,male,Melbourne Cricket Ground,Australia,South Africa,Australia,bat,Australia,['DA Warner']
557,351695.,2009-01-13,male,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,South Africa,bat,Australia,['MEK Hussey']
558,351696.,2009-02-15,male,Sydney Cricket Ground,Australia,New Zealand,Australia,bat,Australia,['NW Bracken']
559,352674.,2009-03-15,male,"Queen's Park Oval, Port of Spain",West Indies,England,West Indies,field,West Indies,['RR Sarwan']
560,354456.,2008-08-03,male,"Civil Service Cricket Club, Stormont",Bermuda,Scotland,Scotland,field,Scotland,['JD Nel']
561,355988.,2009-06-18,female,Trent Bridge,India,New Zealand,New Zealand,bat,New Zealand,['AL Watkins']
562,355989.,2009-06-19,female,Kennington Oval,England,Australia,England,field,England,['SC Taylor']
563,355991.,2009-06-05,male,Lord's,England,Netherlands,Netherlands,field,Netherlands,['TN de Grooth']
564,355992.,2009-06-06,male,Kennington Oval,New Zealand,Scotland,New Zealand,field,New Zealand,['IG Butler']
565,355993.,2009-06-06,male,Kennington Oval,Australia,West Indies,Australia,bat,West Indies,['CH Gayle']
566,355994.,2009-06-06,male,Trent Bridge,Bangladesh,India,India,bat,India,['PP Ojha']
567,355995.,2009-06-07,male,Kennington Oval,Scotland,South Africa,Scotland,field,South Africa,['AB de Villiers']
568,355996.,2009-06-07,male,Kennington Oval,England,Pakistan,Pakistan,field,England,['LJ Wright']
569,355997.,2009-06-08,male,Trent Bridge,Bangladesh,Ireland,Ireland,field,Ireland,"[""NJ O'Brien""]"
570,355998.,2009-06-08,male,Trent Bridge,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,['KC Sangakkara']
571,355999.,2009-06-09,male,Lord's,Netherlands,Pakistan,Pakistan,bat,Pakistan,['Kamran Akmal']
572,356000.,2009-06-09,male,Lord's,New Zealand,South Africa,New Zealand,field,South Africa,['RE van der Merwe']
573,356001.,2009-06-10,male,Trent Bridge,India,Ireland,India,field,India,['Z Khan']
574,356002.,2009-06-10,male,Trent Bridge,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['ST Jayasuriya']
575,356003.,2009-06-11,male,Trent Bridge,Ireland,New Zealand,Ireland,field,New Zealand,['AJ Redmond']
576,356004.,2009-06-11,male,Trent Bridge,England,South Africa,England,bat,South Africa,['JH Kallis']
577,356005.,2009-06-12,male,Lord's,Pakistan,Sri Lanka,Sri Lanka,bat,Sri Lanka,['TM Dilshan']
578,356006.,2009-06-12,male,Lord's,India,West Indies,India,bat,West Indies,['DJ Bravo']
579,356007.,2009-06-13,male,Kennington Oval,South Africa,West Indies,West Indies,field,South Africa,['WD Parnell']
580,356008.,2009-06-13,male,Kennington Oval,New Zealand,Pakistan,New Zealand,bat,Pakistan,['Umar Gul']
581,356009.,2009-06-14,male,Lord's,Ireland,Sri Lanka,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
582,356010.,2009-06-14,male,Lord's,England,India,India,field,England,['RJ Sidebottom']
583,356011.,2009-06-15,male,Kennington Oval,England,West Indies,England,bat,West Indies,['RR Sarwan']
584,356012.,2009-06-15,male,Kennington Oval,Ireland,Pakistan,Pakistan,bat,Pakistan,['Kamran Akmal']
585,356013.,2009-06-16,male,Trent Bridge,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,['BAW Mendis']
586,356014.,2009-06-16,male,Trent Bridge,India,South Africa,South Africa,bat,South Africa,['AB de Villiers']
587,356015.,2009-06-18,male,Trent Bridge,Pakistan,South Africa,Pakistan,bat,Pakistan,['Shahid Afridi']
588,356016.,2009-06-19,male,Kennington Oval,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['TM Dilshan']
589,356017.,2009-06-21,male,Lord's,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,['Shahid Afridi']
590,361530.,2008-08-04,male,"Civil Service Cricket Club, Stormont",Ireland,Kenya,Ireland,field,Ireland,['AC Botha']
591,361531.,2008-08-04,male,"Civil Service Cricket Club, Stormont",Netherlands,Scotland,Netherlands,field,Netherlands,['RN ten Doeschate']
592,361656.,2008-10-11,male,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Pakistan,field,Pakistan,['Shoaib Malik']
593,361660.,2008-10-13,male,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Sri Lanka,field,Sri Lanka,['ST Jayasuriya']
594,366622.,2009-02-27,male,Westpac Stadium,New Zealand,India,New Zealand,field,New Zealand,['BB McCullum']
595,366707.,2008-12-26,male,Eden Park,New Zealand,West Indies,New Zealand,bat,no result,['CH Gayle']
596,366708.,2008-12-28,male,Seddon Park,New Zealand,West Indies,New Zealand,bat,New Zealand,['JD Ryder']
597,386494.,2009-02-25,male,AMI Stadium,New Zealand,India,New Zealand,field,New Zealand,['BB McCullum']
598,386535.,2009-02-10,male,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,bat,India,['YK Pathan']
599,387563.,2009-11-13,male,New Wanderers Stadium,South Africa,England,South Africa,field,England,['EJG Morgan']
600,387564.,2009-11-15,male,SuperSport Park,South Africa,England,South Africa,bat,South Africa,['LE Bosman']
601,391794.,2009-06-25,female,County Ground,England,Australia,Australia,bat,Australia,['S Nitschke']
602,392615.,2009-05-07,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Pakistan,"['Shahid Afridi', 'Umar Gul']"
603,401076.,2009-08-02,male,"Warner Park, Basseterre",West Indies,Bangladesh,Bangladesh,bat,West Indies,['DJG Sammy']
604,403375.,2009-08-12,male,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Shahid Afridi']
605,403385.,2009-09-02,male,R Premadasa Stadium,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,['DL Vettori']
606,403386.,2009-09-04,male,R Premadasa Stadium,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,['JD Ryder']
607,406197.,2010-02-21,male,Bellerive Oval,Australia,West Indies,Australia,bat,Australia,['SW Tait']
608,406198.,2010-02-23,male,Sydney Cricket Ground,Australia,West Indies,West Indies,bat,Australia,['DA Warner']
609,406207.,2010-02-05,male,Melbourne Cricket Ground,Australia,Pakistan,Australia,bat,Australia,['SW Tait']
610,412677.,2010-04-30,male,Providence Stadium,West Indies,Ireland,West Indies,bat,West Indies,['DJG Sammy']
611,412678.,2010-04-30,male,Providence Stadium,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,['NL McCullum']
612,412679.,2010-05-01,male,"Beausejour Stadium, Gros Islet",Afghanistan,India,India,field,India,['A Nehra']
613,412680.,2010-05-01,male,"Beausejour Stadium, Gros Islet",Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Salman Butt']
614,412681.,2010-05-04,male,Providence Stadium,England,Ireland,Ireland,field,no result,['Salman Butt']
615,412682.,2010-05-02,male,"Beausejour Stadium, Gros Islet",India,South Africa,South Africa,field,India,['SK Raina']
616,412683.,2010-05-02,male,"Beausejour Stadium, Gros Islet",Australia,Pakistan,Australia,bat,Australia,['SR Watson']
617,412684.,2010-05-04,male,Providence Stadium,New Zealand,Zimbabwe,New Zealand,field,New Zealand,['NL McCullum']
618,412685.,2010-05-03,male,Providence Stadium,West Indies,England,West Indies,field,West Indies,['DJG Sammy']
619,412686.,2010-05-03,male,Providence Stadium,Sri Lanka,Zimbabwe,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
620,412687.,2010-05-05,male,"Kensington Oval, Bridgetown",Afghanistan,South Africa,Afghanistan,field,South Africa,['M Morkel']
621,412688.,2010-05-05,male,"Kensington Oval, Bridgetown",Australia,Bangladesh,Australia,bat,Australia,['MEK Hussey']
622,412689.,2010-05-06,male,"Kensington Oval, Bridgetown",England,Pakistan,England,field,England,['KP Pietersen']
623,412690.,2010-05-06,male,"Kensington Oval, Bridgetown",New Zealand,South Africa,South Africa,bat,South Africa,['JA Morkel']
624,412691.,2010-05-07,male,"Kensington Oval, Bridgetown",Australia,India,India,field,Australia,['DA Warner']
625,412692.,2010-05-07,male,"Kensington Oval, Bridgetown",West Indies,Sri Lanka,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
626,412693.,2010-05-08,male,"Kensington Oval, Bridgetown",New Zealand,Pakistan,Pakistan,field,New Zealand,['IG Butler']
627,412694.,2010-05-08,male,"Kensington Oval, Bridgetown",England,South Africa,England,bat,England,['KP Pietersen']
628,412695.,2010-05-09,male,"Kensington Oval, Bridgetown",West Indies,India,India,field,West Indies,['CH Gayle']
629,412696.,2010-05-09,male,"Kensington Oval, Bridgetown",Australia,Sri Lanka,Australia,bat,Australia,['CL White']
630,412697.,2010-05-10,male,"Beausejour Stadium, Gros Islet",Pakistan,South Africa,Pakistan,bat,Pakistan,['Umar Akmal']
631,412698.,2010-05-10,male,"Beausejour Stadium, Gros Islet",England,New Zealand,New Zealand,bat,England,['TT Bresnan']
632,412699.,2010-05-11,male,"Beausejour Stadium, Gros Islet",India,Sri Lanka,India,bat,Sri Lanka,['AD Mathews']
633,412700.,2010-05-11,male,"Beausejour Stadium, Gros Islet",West Indies,Australia,West Indies,bat,Australia,['SPD Smith']
634,412701.,2010-05-13,male,"Beausejour Stadium, Gros Islet",England,Sri Lanka,Sri Lanka,bat,England,['SCJ Broad']
635,412702.,2010-05-14,male,"Beausejour Stadium, Gros Islet",Australia,Pakistan,Australia,field,Australia,['MEK Hussey']
636,412703.,2010-05-16,male,"Kensington Oval, Bridgetown",Australia,England,England,field,England,['C Kieswetter']
637,412716.,2010-05-13,female,"Beausejour Stadium, Gros Islet",Australia,India,India,bat,Australia,['AJ Blackwell']
638,412717.,2010-05-14,female,"Beausejour Stadium, Gros Islet",West Indies,New Zealand,West Indies,field,New Zealand,['SJ McGlashan']
639,412718.,2010-05-16,female,"Kensington Oval, Bridgetown",Australia,New Zealand,Australia,bat,Australia,['EA Perry']
640,423391.,2009-10-28,female,Boland Bank Park,South Africa,West Indies,South Africa,field,West Indies,['DJS Dottin']
641,423782.,2010-02-03,male,Seddon Park,New Zealand,Bangladesh,Bangladesh,bat,New Zealand,['DL Vettori']
642,423787.,2010-02-26,male,Westpac Stadium,New Zealand,Australia,New Zealand,bat,Australia,['MG Johnson']
643,423788.,2010-02-28,male,AMI Stadium,New Zealand,Australia,New Zealand,bat,no result,['BB McCullum']
644,426392.,2010-07-05,male,Edgbaston,Australia,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
645,426393.,2010-07-06,male,Edgbaston,Australia,Pakistan,Pakistan,bat,Pakistan,['Mohammad Amir']
646,426417.,2010-09-05,male,Sophia Gardens,England,Pakistan,England,field,England,['MH Yardy']
647,426418.,2010-09-07,male,Sophia Gardens,England,Pakistan,Pakistan,bat,England,['TT Bresnan']
648,426723.,2009-11-12,male,Dubai International Cricket Stadium,New Zealand,Pakistan,New Zealand,field,Pakistan,['Imran Nazir']
649,426724.,2009-11-13,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
650,430884.,2009-12-09,male,"Vidarbha Cricket Association Stadium, Jamtha",India,Sri Lanka,India,field,Sri Lanka,['KC Sangakkara']
651,430885.,2009-12-12,male,"Punjab Cricket Association Stadium, Mohali",India,Sri Lanka,Sri Lanka,bat,India,['Yuvraj Singh']
652,439139.,2010-02-28,male,"Queen's Park Oval, Port of Spain",West Indies,Zimbabwe,Zimbabwe,bat,Zimbabwe,['AG Cremer']
653,439146.,2010-05-19,male,"Sir Vivian Richards Stadium, North Sound",West Indies,South Africa,West Indies,field,South Africa,['R McLaren']
654,439495.,2010-02-09,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Ireland,field,Afghanistan,['Mohammad Nabi']
655,439497.,2010-02-09,male,Dubai International Cricket Stadium,Canada,Netherlands,Canada,bat,Netherlands,['B Zuiderent']
656,439499.,2010-02-10,male,Dubai International Cricket Stadium,Canada,Kenya,Kenya,field,Kenya,['AA Obanda']
657,439505.,2010-02-11,male,Dubai International Cricket Stadium,Ireland,Scotland,Ireland,bat,Ireland,['DT Johnston']
658,439507.,2010-02-12,male,Dubai International Cricket Stadium,Afghanistan,Netherlands,Netherlands,field,Netherlands,['RN ten Doeschate']
659,439510.,2010-02-13,male,Dubai International Cricket Stadium,Ireland,Netherlands,Ireland,bat,Ireland,['AR Cusack']
660,439511.,2010-02-13,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Ireland,bat,Afghanistan,['Mohammad Shahzad']
661,440945.,2010-02-19,male,Dubai International Cricket Stadium,England,Pakistan,Pakistan,bat,England,['EJG Morgan']
662,440946.,2010-02-20,male,Dubai International Cricket Stadium,England,Pakistan,Pakistan,field,Pakistan,['Abdul Razzaq']
663,446956.,2010-10-31,male,Western Australia Cricket Association Ground,Australia,Sri Lanka,Australia,bat,Sri Lanka,['S Randiv']
664,446960.,2011-01-12,male,Adelaide Oval,Australia,England,Australia,bat,England,['SR Watson']
665,446961.,2011-01-14,male,Melbourne Cricket Ground,Australia,England,Australia,bat,Australia,['AJ Finch']
666,447539.,2010-05-20,male,"Sir Vivian Richards Stadium, North Sound",West Indies,South Africa,West Indies,field,South Africa,['J Botha']
667,452153.,2010-06-12,male,Harare Sports Club,Zimbabwe,India,India,field,India,['YK Pathan']
668,452154.,2010-06-13,male,Harare Sports Club,Zimbabwe,India,India,field,India,['SK Raina']
669,456991.,2010-05-22,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,['SB Styris']
670,456992.,2010-05-23,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['KMDN Kulasekara']
671,461565.,2010-10-27,male,Sheikh Zayed Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['J Theron']
672,463141.,2010-10-08,male,OUTsurance Oval,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,['GC Smith']
673,463142.,2010-10-10,male,De Beers Diamond Oval,South Africa,Zimbabwe,South Africa,bat,South Africa,['JP Duminy']
674,463149.,2011-01-09,male,Moses Mabhida Stadium,South Africa,India,India,bat,India,['RG Sharma']
675,473918.,2010-12-26,male,Eden Park,New Zealand,Pakistan,New Zealand,field,New Zealand,['TG Southee']
676,473919.,2010-12-28,male,Seddon Park,New Zealand,Pakistan,Pakistan,field,New Zealand,['NL McCullum']
677,473920.,2010-12-30,male,AMI Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Abdul Razzaq']
678,474466.,2011-06-25,male,County Ground,England,Sri Lanka,Sri Lanka,field,Sri Lanka,['DPMD Jayawardene']
679,474476.,2011-08-31,male,Old Trafford,England,India,India,bat,England,['JW Dernbach']
680,476947.,2010-12-30,female,Saxton Oval,New Zealand,Australia,New Zealand,bat,Australia,['SJ Coyte']
681,478279.,2010-10-26,male,Sheikh Zayed Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['JP Duminy']
682,489212.,2011-04-21,male,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,West Indies,bat,West Indies,['D Bishoo']
683,489220.,2011-06-04,male,"Queen's Park Oval, Port of Spain",West Indies,India,West Indies,field,India,['S Badrinath']
684,492547.,2011-06-26,female,County Ground,England,India,England,bat,England,['SC Taylor']
685,514023.,2011-10-13,male,Newlands,South Africa,Australia,South Africa,bat,Australia,['SR Watson']
686,514024.,2011-10-16,male,New Wanderers Stadium,South Africa,Australia,Australia,bat,South Africa,['J Theron']
687,516204.,2011-08-06,male,Pallekele International Cricket Stadium,Sri Lanka,Australia,Australia,field,Sri Lanka,['TM Dilshan']
688,516205.,2011-08-08,male,Pallekele International Cricket Stadium,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,['BAW Mendis']
689,518954.,2012-02-01,male,Stadium Australia,Australia,India,India,field,Australia,['MS Wade']
690,518955.,2012-02-03,male,Melbourne Cricket Ground,Australia,India,Australia,bat,India,['RA Jadeja']
691,520595.,2012-02-11,male,Eden Park,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,['MJ Guptill']
692,520596.,2012-02-14,male,Seddon Park,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,['JEC Franklin']
693,520597.,2012-02-17,male,Westpac Stadium,New Zealand,South Africa,New Zealand,field,New Zealand,['MJ Guptill']
694,520598.,2012-02-19,male,Seddon Park,New Zealand,South Africa,South Africa,field,South Africa,['RE Levi']
695,520599.,2012-02-22,male,Eden Park,New Zealand,South Africa,New Zealand,field,South Africa,['J Botha']
696,521217.,2011-10-29,male,Eden Gardens,India,England,India,bat,England,['KP Pietersen']
697,523735.,2011-09-16,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Mohammad Hafeez']
698,523736.,2011-09-18,male,Harare Sports Club,Zimbabwe,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
699,525816.,2011-09-23,male,Kennington Oval,England,West Indies,England,field,England,['RS Bopara']
700,525817.,2011-09-25,male,Kennington Oval,England,West Indies,England,field,West Indies,['GE Mathurin']
701,527012.,2011-10-15,male,Harare Sports Club,Zimbabwe,New Zealand,New Zealand,field,New Zealand,['BB McCullum']
702,527013.,2011-10-17,male,Harare Sports Club,Zimbabwe,New Zealand,Zimbabwe,field,New Zealand,['MJ Guptill']
703,527683.,2011-10-29,female,Senwes Park,South Africa,England,South Africa,bat,no result,['MJ Guptill']
704,527688.,2012-02-17,female,Westpac Stadium,New Zealand,England,England,field,England,['A Shrubsole']
705,527689.,2012-02-19,female,Seddon Park,New Zealand,England,New Zealand,field,England,['LA Marsh']
706,527690.,2012-02-22,female,Eden Park,New Zealand,England,New Zealand,field,England,['JL Gunn']
707,530432.,2011-11-25,male,Sheikh Zayed Stadium,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,['Aizaz Cheema']
708,531635.,2012-02-23,male,Dubai International Cricket Stadium,England,Pakistan,England,field,Pakistan,['Umar Gul']
709,531636.,2012-02-25,male,Dubai International Cricket Stadium,England,Pakistan,England,bat,England,['JM Bairstow']
710,531637.,2012-02-27,male,Sheikh Zayed Stadium,England,Pakistan,England,bat,England,['KP Pietersen']
711,531982.,2011-10-11,male,Shere Bangla National Stadium,Bangladesh,West Indies,Bangladesh,field,Bangladesh,['Mushfiqur Rahim']
712,533272.,2012-09-18,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,Zimbabwe,field,Sri Lanka,['BAW Mendis']
713,533273.,2012-09-19,male,R Premadasa Stadium,Australia,Ireland,Ireland,bat,Australia,['SR Watson']
714,533274.,2012-09-19,male,R Premadasa Stadium,Afghanistan,India,Afghanistan,field,India,['V Kohli']
715,533275.,2012-09-20,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,Zimbabwe,South Africa,field,South Africa,['JH Kallis']
716,533276.,2012-09-21,male,Pallekele International Cricket Stadium,Bangladesh,New Zealand,Bangladesh,field,New Zealand,['BB McCullum']
717,533277.,2012-09-21,male,R Premadasa Stadium,Afghanistan,England,Afghanistan,field,England,['LJ Wright']
718,533278.,2012-09-22,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,Sri Lanka,field,South Africa,['AB de Villiers']
719,533279.,2012-09-22,male,R Premadasa Stadium,Australia,West Indies,West Indies,bat,Australia,['SR Watson']
720,533280.,2012-09-23,male,Pallekele International Cricket Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Nasir Jamshed']
721,533281.,2012-09-23,male,R Premadasa Stadium,England,India,England,field,India,['Harbhajan Singh']
722,533282.,2012-09-24,male,R Premadasa Stadium,Ireland,West Indies,West Indies,field,no result,['Harbhajan Singh']
723,533283.,2012-09-25,male,Pallekele International Cricket Stadium,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,['Imran Nazir']
724,533284.,2012-09-27,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,New Zealand,bat,no result,['TM Dilshan']
725,533285.,2012-09-27,male,Pallekele International Cricket Stadium,England,West Indies,West Indies,bat,West Indies,['J Charles']
726,533286.,2012-09-28,male,R Premadasa Stadium,Pakistan,South Africa,South Africa,bat,Pakistan,['Umar Gul']
727,533287.,2012-09-28,male,R Premadasa Stadium,Australia,India,India,bat,Australia,['SR Watson']
728,533288.,2012-09-29,male,Pallekele International Cricket Stadium,England,New Zealand,New Zealand,bat,England,['LJ Wright']
729,533289.,2012-09-29,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,bat,Sri Lanka,['DPMD Jayawardene']
730,533290.,2012-09-30,male,R Premadasa Stadium,Australia,South Africa,Australia,field,Australia,['SR Watson']
731,533291.,2012-09-30,male,R Premadasa Stadium,India,Pakistan,Pakistan,bat,India,['V Kohli']
732,533292.,2012-10-01,male,Pallekele International Cricket Stadium,New Zealand,West Indies,New Zealand,field,no result,['SP Narine']
733,533293.,2012-10-01,male,Pallekele International Cricket Stadium,Sri Lanka,England,England,field,Sri Lanka,['SL Malinga']
734,533294.,2012-10-02,male,R Premadasa Stadium,Australia,Pakistan,Australia,field,Pakistan,['Raza Hasan']
735,533295.,2012-10-02,male,R Premadasa Stadium,India,South Africa,South Africa,field,India,['Yuvraj Singh']
736,533296.,2012-10-04,male,R Premadasa Stadium,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
737,533297.,2012-10-05,male,R Premadasa Stadium,Australia,West Indies,West Indies,bat,West Indies,['CH Gayle']
738,533298.,2012-10-07,male,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['MN Samuels']
739,533299.,2012-09-26,female,Galle International Stadium,Sri Lanka,South Africa,South Africa,field,South Africa,['T Chetty']
740,533300.,2012-09-26,female,Galle International Stadium,New Zealand,West Indies,West Indies,field,West Indies,['DJS Dottin']
741,533301.,2012-09-27,female,Galle International Stadium,England,Pakistan,Pakistan,field,England,['LA Marsh']
742,533302.,2012-09-27,female,Galle International Stadium,Australia,India,India,bat,Australia,['EA Osborne']
743,533303.,2012-09-28,female,Galle International Stadium,New Zealand,South Africa,South Africa,field,New Zealand,['SFM Devine']
744,533304.,2012-09-28,female,Galle International Stadium,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['CR Seneviratna']
745,533305.,2012-09-29,female,Galle International Stadium,Australia,Pakistan,Australia,bat,Australia,['JE Cameron']
746,533306.,2012-09-29,female,Galle International Stadium,England,India,India,bat,England,['CM Edwards']
747,533307.,2012-09-30,female,Galle International Stadium,South Africa,West Indies,West Indies,field,West Indies,['SR Taylor']
748,533308.,2012-09-30,female,Galle International Stadium,Sri Lanka,New Zealand,Sri Lanka,bat,New Zealand,['SJ McGlashan']
749,533309.,2012-10-01,female,Galle International Stadium,India,Pakistan,Pakistan,bat,Pakistan,['Nida Dar']
750,533310.,2012-10-01,female,Galle International Stadium,Australia,England,Australia,bat,England,['SJ Taylor']
751,533311.,2012-10-04,female,R Premadasa Stadium,England,New Zealand,England,field,England,['CM Edwards']
752,533312.,2012-10-05,female,R Premadasa Stadium,Australia,West Indies,Australia,bat,Australia,['EA Perry']
753,533313.,2012-10-07,female,R Premadasa Stadium,Australia,England,England,field,Australia,['JE Cameron']
754,534208.,2012-06-24,male,Trent Bridge,England,West Indies,West Indies,bat,England,['AD Hales']
755,534233.,2012-09-08,male,Riverside Ground,England,South Africa,South Africa,field,South Africa,['DW Steyn']
756,534234.,2012-09-10,male,Old Trafford,England,South Africa,England,field,no result,['DW Steyn']
757,534235.,2012-09-12,male,Edgbaston,England,South Africa,South Africa,field,England,['JC Buttler']
758,538068.,2011-11-29,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
759,540173.,2012-03-27,male,"Beausejour Stadium, Gros Islet",West Indies,Australia,West Indies,bat,Australia,['SR Watson']
760,540174.,2012-03-30,male,"Kensington Oval, Bridgetown",West Indies,Australia,West Indies,bat,West Indies,['DR Smith']
761,542850.,2012-06-26,female,St Lawrence Ground,England,India,India,field,England,['SJ Taylor']
762,542851.,2012-06-28,female,County Ground,England,India,India,bat,England,['SJ Taylor']
763,543883.,2012-02-22,male,Mombasa Sports Club Ground,Kenya,Ireland,Ireland,field,Ireland,['GH Dockrell']
764,543884.,2012-02-23,male,Mombasa Sports Club Ground,Kenya,Ireland,Kenya,bat,Ireland,['PR Stirling']
765,543885.,2012-02-24,male,Mombasa Sports Club Ground,Kenya,Ireland,Ireland,bat,Ireland,['SO Ngoche']
766,546410.,2012-03-13,male,Dubai International Cricket Stadium,Canada,Netherlands,Netherlands,bat,Netherlands,['Mudassar Bukhari']
767,546414.,2012-03-14,male,Dubai International Cricket Stadium,Ireland,Kenya,Kenya,bat,Ireland,['WB Rankin']
768,546418.,2012-03-14,male,Dubai International Cricket Stadium,Afghanistan,Netherlands,Netherlands,bat,Afghanistan,['Mohammad Shahzad']
769,546442.,2012-03-18,male,Dubai International Cricket Stadium,Ireland,Scotland,Ireland,bat,Ireland,['EC Joyce']
770,546443.,2012-03-18,male,ICC Global Cricket Academy,Afghanistan,Canada,Afghanistan,bat,Afghanistan,['Samiullah Shenwari']
771,546462.,2012-03-22,male,Dubai International Cricket Stadium,Canada,Ireland,Canada,bat,Ireland,['PR Stirling']
772,546470.,2012-03-23,male,Dubai International Cricket Stadium,Ireland,Netherlands,Ireland,field,Ireland,"[""KJ O'Brien""]"
773,546473.,2012-03-23,male,Dubai International Cricket Stadium,Canada,Scotland,Canada,bat,Scotland,['RD Berrington']
774,546477.,2012-03-24,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Afghanistan,bat,Ireland,['PR Stirling']
775,551593.,2012-09-08,female,Riverside Ground,England,West Indies,West Indies,bat,England,['LA Marsh']
776,551594.,2012-09-10,female,Old Trafford,England,West Indies,West Indies,field,England,['SJ Taylor']
777,551595.,2012-09-13,female,County Ground,England,West Indies,England,bat,England,['A Brindle']
778,551596.,2012-09-15,female,County Ground,England,West Indies,England,bat,England,['LS Greenway']
779,551597.,2012-09-16,female,Arundel Castle Cricket Club Ground,England,West Indies,West Indies,field,West Indies,['DJS Dottin']
780,556252.,2012-03-30,male,New Wanderers Stadium,South Africa,India,India,field,South Africa,['CA Ingram']
781,560921.,2012-06-30,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,West Indies,New Zealand,field,West Indies,['CH Gayle']
782,560922.,2012-07-01,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,West Indies,West Indies,bat,West Indies,['SP Narine']
783,562437.,2012-06-01,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,['NLTC Perera']
784,562438.,2012-06-03,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Shahid Afridi']
785,564786.,2012-08-07,male,Pallekele International Cricket Stadium,Sri Lanka,India,Sri Lanka,field,India,['IK Pathan']
