,Match_Id,Date,Gender,Venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
327,1197142,2019-09-15,male,"Shere Bangla National Stadium, Mirpur",Bangladesh,Afghanistan,Afghanistan,bat,Afghanistan,['Mohammad Nabi']
328,1197143,2019-09-18,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,['Mahmudullah']
329,1197144,2019-09-20,male,Zahur Ahmed Chowdhury Stadium,Afghanistan,Zimbabwe,Afghanistan,bat,Zimbabwe,['CB Mpofu']
330,1197145,2019-09-21,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Afghanistan,Bangladesh,field,Bangladesh,['Shakib Al Hasan']
331,1197246,2019-09-19,female,Yeonhui Cricket Ground,South Korea,Japan,South Korea,field,Japan,['S Miyaji']
332,1197247,2019-09-19,female,Yeonhui Cricket Ground,China,Hong Kong,Hong Kong,bat,Hong Kong,['KY Chan']
333,1197248,2019-09-20,female,Yeonhui Cricket Ground,Hong Kong,Japan,Hong Kong,bat,Japan,['N Tokizawa']
334,1197249,2019-09-20,female,Yeonhui Cricket Ground,South Korea,China,South Korea,field,China,['F Song']
335,1197253,2019-09-22,female,Yeonhui Cricket Ground,China,Hong Kong,Hong Kong,field,China,['Sun Meng Yao']
336,1197396,2019-08-18,male,"White Hill Field, Sandys Parish",Bermuda,United States of America,Bermuda,bat,Bermuda,['DMW Rawlins']
337,1197397,2019-08-18,male,"White Hill Field, Sandys Parish",Canada,Cayman Islands,Canada,bat,Canada,['Ravinderpal Singh']
338,1197398,2019-08-19,male,National Stadium,Bermuda,Canada,Bermuda,bat,no result,['Ravinderpal Singh']
339,1197399,2019-08-19,male,National Stadium,Cayman Islands,United States of America,United States of America,field,United States of America,['Ravinderpal Singh']
340,1197400,2019-08-21,male,"White Hill Field, Sandys Parish",Bermuda,Cayman Islands,Cayman Islands,bat,Bermuda,['Ravinderpal Singh']
341,1197401,2019-08-21,male,"White Hill Field, Sandys Parish",Canada,United States of America,United States of America,bat,Canada,['NS Dhaliwal']
342,1197402,2019-08-22,male,"White Hill Field, Sandys Parish",Canada,Cayman Islands,Canada,field,Canada,['NS Dhaliwal']
343,1197403,2019-08-22,male,Bermuda National Stadium,United States of America,Bermuda,Bermuda,field,Bermuda,['DAP Darrell']
344,1197404,2019-08-24,male,"White Hill Field, Sandys Parish",Cayman Islands,United States of America,Cayman Islands,bat,United States of America,['Steven Ryan Taylor']
345,1197406,2019-08-25,male,"White Hill Field, Sandys Parish",Canada,United States of America,United States of America,field,Canada,['Ravinderpal Singh']
346,1197407,2019-08-25,male,"White Hill Field, Sandys Parish",Bermuda,Cayman Islands,Cayman Islands,bat,Bermuda,['AC Douglas']
347,1197507,2019-08-19,male,United Cricket Club Ground,Namibia,Botswana,Botswana,field,Namibia,['CG Williams']
348,1197508,2019-08-20,male,United Cricket Club Ground,Namibia,Botswana,Botswana,field,Namibia,['JP Kotze']
349,1197509,2019-08-22,male,United Cricket Club Ground,Namibia,Botswana,Namibia,bat,Namibia,['SJ Baard']
350,1197510,2019-08-23,male,United Cricket Club Ground,Namibia,Botswana,Botswana,bat,Namibia,['MG Erasmus']
351,1197521,2019-10-05,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Netherlands,Ireland,field,Ireland,['MG Erasmus']
352,1197522,2019-10-06,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,Ireland,field,Oman,['MG Erasmus']
353,1197523,2019-10-06,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,Nepal,Nepal,field,Nepal,['MG Erasmus']
354,1197524,2019-10-07,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Netherlands,Nepal,field,Nepal,['MG Erasmus']
355,1197525,2019-10-07,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,Ireland,Ireland,bat,Ireland,['MG Erasmus']
356,1197526,2019-10-09,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Nepal,Ireland,bat,Ireland,['MG Erasmus']
357,1197527,2019-10-09,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,Netherlands,bat,Oman,['MG Erasmus']
358,1197528,2019-10-10,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,Netherlands,Hong Kong,field,Netherlands,['MG Erasmus']
359,1197529,2019-10-10,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Nepal,Oman,field,Oman,['MG Erasmus']
360,1198217,2019-08-28,female,Indian Association Ground,Singapore,Malaysia,Singapore,field,Malaysia,['Ainna Hamizah Hashim']
361,1198218,2019-08-29,female,Indian Association Ground,Singapore,Malaysia,Singapore,bat,Malaysia,['WA Duraisingam']
362,1198219,2019-08-30,female,Indian Association Ground,Singapore,Malaysia,Malaysia,bat,Malaysia,['WA Duraisingam']
363,1198475,2019-09-14,female,"Kensington Oval, Barbados",West Indies,Australia,West Indies,bat,Australia,['MM Lanning']
364,1198476,2019-09-16,female,"Kensington Oval, Barbados",West Indies,Australia,Australia,field,Australia,['AJ Healy']
365,1198477,2019-09-18,female,"Kensington Oval, Barbados",West Indies,Australia,West Indies,bat,Australia,['JL Jonassen']
366,1198478,2019-09-24,female,Lalabhai Contractor Stadium,India,South Africa,South Africa,field,India,['DB Sharma']
367,1198481,2019-10-01,female,Lalabhai Contractor Stadium,India,South Africa,South Africa,field,India,['Poonam Yadav']
368,1198482,2019-10-04,female,Lalabhai Contractor Stadium,India,South Africa,South Africa,bat,South Africa,['L Lee']
369,1198489,2019-10-05,male,Gaddafi Stadium,Pakistan,Sri Lanka,Pakistan,field,Sri Lanka,['MD Gunathilaka']
370,1198490,2019-10-07,male,Gaddafi Stadium,Pakistan,Sri Lanka,Sri Lanka,bat,Sri Lanka,['PBB Rajapaksa']
371,1198491,2019-10-09,male,Gaddafi Stadium,Pakistan,Sri Lanka,Sri Lanka,bat,Sri Lanka,['PWH de Silva']
372,1199499,2019-10-18,male,ICC Academy,Scotland,Singapore,Scotland,field,Singapore,['S Vijayakumar']
373,1199500,2019-10-18,male,Sheikh Zayed Stadium,Hong Kong,Ireland,Hong Kong,bat,Ireland,['PR Stirling']
374,1199501,2019-10-18,male,ICC Academy,Kenya,Netherlands,Netherlands,bat,Netherlands,"[""MP O'Dowd""]"
375,1199502,2019-10-18,male,Sheikh Zayed Stadium,United Arab Emirates,Oman,Oman,field,Oman,['Fayyaz Butt']
376,1199503,2019-10-19,male,ICC Academy,Bermuda,Papua New Guinea,Papua New Guinea,field,Papua New Guinea,['N Vanua']
377,1199504,2019-10-19,male,Sheikh Zayed Stadium,Jersey,Nigeria,Jersey,bat,Jersey,['JW Jenner']
378,1199505,2019-10-19,male,ICC Academy,Namibia,Netherlands,Netherlands,bat,Netherlands,['RN ten Doeschate']
379,1199506,2019-10-19,male,ICC Academy Ground No 2,Kenya,Scotland,Scotland,bat,Scotland,['RD Berrington']
380,1199507,2019-10-19,male,Sheikh Zayed Stadium,United Arab Emirates,Ireland,United Arab Emirates,field,United Arab Emirates,['Rohan Mustafa']
381,1199508,2019-10-20,male,ICC Academy Ground No 2,Namibia,Papua New Guinea,Papua New Guinea,bat,Papua New Guinea,['A Vala']
382,1199509,2019-10-20,male,Tolerance Oval,Canada,Jersey,Jersey,field,Canada,['NR Kumar']
383,1199510,2019-10-20,male,ICC Academy Ground No 2,Bermuda,Singapore,Bermuda,bat,Singapore,['NMS Param']
384,1199511,2019-10-20,male,Sheikh Zayed Stadium,Hong Kong,Oman,Oman,field,Oman,['Aamir Kaleem']
385,1199512,2019-10-21,male,ICC Academy,Papua New Guinea,Scotland,Scotland,bat,Scotland,['Hamza Tahir']
386,1199513,2019-10-21,male,Sheikh Zayed Stadium,United Arab Emirates,Hong Kong,Hong Kong,bat,United Arab Emirates,['Rameez Shahzad']
387,1199514,2019-10-21,male,Tolerance Oval,Ireland,Oman,Oman,field,Ireland,['GJ Delany']
388,1199515,2019-10-21,male,ICC Academy,Bermuda,Kenya,Kenya,bat,Kenya,['DM Gondaria']
389,1199516,2019-10-21,male,Sheikh Zayed Stadium,Canada,Nigeria,Canada,bat,Canada,['NR Kumar']
390,1199517,2019-10-22,male,ICC Academy,Namibia,Scotland,Namibia,bat,Namibia,['JJ Smit']
391,1199518,2019-10-22,male,ICC Academy,Netherlands,Singapore,Singapore,bat,Netherlands,['RE van der Merwe']
392,1199519,2019-10-22,male,Tolerance Oval,United Arab Emirates,Jersey,Jersey,bat,Jersey,['B Ward']
393,1199520,2019-10-23,male,ICC Academy Ground No 2,Bermuda,Namibia,Namibia,field,Namibia,['BM Scholtz']
394,1199521,2019-10-23,male,Tolerance Oval,Nigeria,Oman,Nigeria,bat,Oman,['Aamir Kaleem']
395,1199522,2019-10-23,male,ICC Academy Ground No 2,Kenya,Singapore,Singapore,bat,Kenya,['IA Karim']
396,1199523,2019-10-23,male,Sheikh Zayed Stadium,Canada,Ireland,Canada,bat,Canada,['NR Kumar']
397,1199524,2019-10-23,male,Sheikh Zayed Stadium,Hong Kong,Jersey,Hong Kong,bat,Hong Kong,['SS McKechnie']
398,1199525,2019-10-24,male,ICC Academy,Netherlands,Papua New Guinea,Netherlands,bat,Papua New Guinea,['SS McKechnie']
399,1199526,2019-10-24,male,Tolerance Oval,United Arab Emirates,Nigeria,United Arab Emirates,field,United Arab Emirates,['Zawar Farid']
400,1199527,2019-10-24,male,Tolerance Oval,Canada,Hong Kong,Hong Kong,bat,Hong Kong,['KD Shah']
401,1199528,2019-10-24,male,Dubai International Cricket Stadium,Bermuda,Scotland,Bermuda,field,Scotland,['CS MacLeod']
402,1199529,2019-10-25,male,Dubai International Cricket Stadium,Papua New Guinea,Singapore,Singapore,field,Papua New Guinea,['D Ravu']
403,1199530,2019-10-25,male,Tolerance Oval,Ireland,Jersey,Ireland,field,Ireland,['MR Adair']
404,1199531,2019-10-25,male,Dubai International Cricket Stadium,Kenya,Namibia,Namibia,bat,Namibia,['MG Erasmus']
405,1199532,2019-10-25,male,Sheikh Zayed Stadium,Canada,Oman,Canada,bat,Oman,['Jatinder Singh']
406,1199533,2019-10-26,male,Sheikh Zayed Stadium,Ireland,Nigeria,Nigeria,bat,Ireland,['CA Young']
407,1199534,2019-10-26,male,Dubai International Cricket Stadium,Bermuda,Netherlands,Netherlands,bat,Netherlands,['CN Ackermann']
408,1199535,2019-10-26,male,Dubai International Cricket Stadium,Namibia,Singapore,Singapore,field,Namibia,['MG Erasmus']
409,1199536,2019-10-27,male,Dubai International Cricket Stadium,Kenya,Papua New Guinea,Kenya,field,Papua New Guinea,['N Vanua']
410,1199537,2019-10-27,male,Tolerance Oval,Hong Kong,Nigeria,Nigeria,bat,Hong Kong,['Mohammad Ghazanfar']
411,1199538,2019-10-27,male,Sheikh Zayed Stadium,Jersey,Oman,Oman,field,Jersey,['Mohammad Ghazanfar']
412,1199539,2019-10-27,male,Dubai International Cricket Stadium,Netherlands,Scotland,Netherlands,field,Netherlands,['PM Seelaar']
413,1199540,2019-10-27,male,Sheikh Zayed Stadium,United Arab Emirates,Canada,Canada,field,United Arab Emirates,['Muhammad Usman']
414,1199541,2019-10-29,male,Dubai International Cricket Stadium,United Arab Emirates,Netherlands,United Arab Emirates,bat,Netherlands,['BD Glover']
415,1199542,2019-10-29,male,Dubai International Cricket Stadium,Namibia,Oman,Namibia,bat,Namibia,['JJ Smit']
416,1199543,2019-10-30,male,Dubai International Cricket Stadium,United Arab Emirates,Scotland,Scotland,bat,Scotland,['HG Munsey']
417,1199544,2019-10-30,male,Dubai International Cricket Stadium,Hong Kong,Oman,Oman,bat,Oman,['Jatinder Singh']
418,1199545,2019-10-31,male,ICC Academy,Oman,Scotland,Oman,bat,Scotland,['MH Cross']
419,1199546,2019-11-01,male,Dubai International Cricket Stadium,Ireland,Netherlands,Ireland,field,Netherlands,['RE van der Merwe']
420,1199547,2019-11-01,male,Dubai International Cricket Stadium,Namibia,Papua New Guinea,Papua New Guinea,bat,Papua New Guinea,['N Vanua']
421,1199548,2019-11-02,male,Dubai International Cricket Stadium,Ireland,Namibia,Ireland,bat,Ireland,['Simi Singh']
422,1199549,2019-11-02,male,Dubai International Cricket Stadium,Netherlands,Papua New Guinea,Papua New Guinea,bat,Netherlands,['BD Glover']
423,1200425,2019-09-16,male,"The Village, Malahide",Netherlands,Scotland,Netherlands,field,Scotland,['HG Munsey']
424,1200426,2019-09-17,male,"The Village, Malahide",Ireland,Scotland,Scotland,bat,Ireland,['A Balbirnie']
425,1200427,2019-09-18,male,"The Village, Malahide",Ireland,Netherlands,Ireland,bat,Netherlands,['BN Cooper']
426,1200428,2019-09-19,male,"The Village, Malahide",Netherlands,Scotland,Netherlands,bat,Scotland,['BN Cooper']
427,1201668,2019-10-25,male,La Manga Club Bottom Ground,Spain,Portugal,Spain,field,Spain,['BN Cooper']
428,1201669,2019-10-26,male,La Manga Club Bottom Ground,Gibraltar,Portugal,Gibraltar,bat,Portugal,['BN Cooper']
429,1201670,2019-10-26,male,La Manga Club Bottom Ground,Spain,Gibraltar,Spain,field,Spain,['BN Cooper']
430,1201671,2019-10-26,male,La Manga Club Bottom Ground,Spain,Portugal,Portugal,field,Spain,['BN Cooper']
431,1201673,2019-10-27,male,La Manga Club Bottom Ground,Spain,Gibraltar,Spain,field,Spain,['BN Cooper']
432,1201680,2019-09-27,male,Indian Association Ground,Nepal,Zimbabwe,Nepal,bat,Zimbabwe,['R Mutumbami']
433,1201681,2019-09-28,male,Indian Association Ground,Singapore,Nepal,Singapore,bat,Nepal,['P Khadka']
434,1201682,2019-09-29,male,Indian Association Ground,Singapore,Zimbabwe,Singapore,bat,Singapore,['SC Williams']
435,1201683,2019-10-01,male,Indian Association Ground,Nepal,Zimbabwe,Nepal,field,Zimbabwe,['SC Williams']
436,1201685,2019-10-03,male,Indian Association Ground,Singapore,Zimbabwe,Zimbabwe,field,Zimbabwe,['PJ Moor']
437,1202007,2019-09-29,male,Kinrara Academy Oval,Malaysia,Vanuatu,Vanuatu,bat,Vanuatu,['J Rasu']
438,1202008,2019-10-01,male,Kinrara Academy Oval,Malaysia,Vanuatu,Vanuatu,bat,Vanuatu,['PK Matautaava']
439,1202009,2019-10-02,male,Kinrara Academy Oval,Malaysia,Vanuatu,Malaysia,bat,Malaysia,['N Nipiko']
440,1202010,2019-10-03,male,Kinrara Academy Oval,Malaysia,Vanuatu,Malaysia,bat,Vanuatu,['J Rasu']
441,1202011,2019-10-04,male,Kinrara Academy Oval,Malaysia,Vanuatu,Malaysia,bat,Malaysia,['Syed Aziz']
442,1202243,2020-01-07,male,Holkar Cricket Stadium,India,Sri Lanka,India,field,India,['NA Saini']
443,1202244,2020-01-10,male,Maharashtra Cricket Association Stadium,India,Sri Lanka,Sri Lanka,field,India,['SN Thakur']
444,1202252,2019-11-09,female,"Darren Sammy National Cricket Stadium, St Lucia",West Indies,India,West Indies,field,India,['Shafali Verma']
445,1202253,2019-11-10,female,"Darren Sammy National Cricket Stadium, St Lucia",West Indies,India,West Indies,bat,India,['DB Sharma']
446,1202254,2019-11-14,female,"Providence Stadium, Guyana",West Indies,India,West Indies,bat,India,['JI Rodrigues']
447,1202255,2019-11-17,female,"Providence Stadium, Guyana",West Indies,India,West Indies,field,India,['HK Matthews']
448,1202256,2019-11-20,female,"Providence Stadium, Guyana",West Indies,India,India,bat,India,['V Krishnamurthy']
449,1202366,2019-10-03,female,Lalabhai Contractor Stadium,India,South Africa,India,field,India,['H Kaur']
450,1203676,2020-01-15,male,"National Cricket Stadium, Grenada",West Indies,Ireland,Ireland,bat,Ireland,['PR Stirling']
451,1203677,2020-01-18,male,"Warner Park, St Kitts",West Indies,Ireland,West Indies,field,no result,['PR Stirling']
452,1203678,2020-01-19,male,"Warner Park, St Kitts",West Indies,Ireland,West Indies,field,West Indies,['LMP Simmons']
453,1204726,2019-10-26,female,Gaddafi Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,['Bismah Maroof']
454,1207081,2020-03-08,male,Desert Springs Cricket Ground,Spain,Germany,Spain,field,Spain,['Bismah Maroof']
455,1207082,2020-03-08,male,Desert Springs Cricket Ground,Spain,Germany,Spain,field,Germany,['Bismah Maroof']
456,1208347,2019-12-17,female,Kinrara Academy Oval,England,Pakistan,Pakistan,field,England,['AE Jones']
457,1208348,2019-12-19,female,Kinrara Academy Oval,England,Pakistan,England,bat,England,['AE Jones']
458,1208349,2019-12-20,female,Kinrara Academy Oval,England,Pakistan,England,bat,England,['HC Knight']
459,1208606,2019-12-05,male,Tribhuvan University International Cricket Ground,Nepal,Bhutan,Bhutan,field,Nepal,['G Malla']
460,1208609,2019-12-06,male,Tribhuvan University International Cricket Ground,Nepal,Maldives,Nepal,bat,Nepal,['Karan KC']
461,1208612,2019-12-07,male,Tribhuvan University International Cricket Ground,Bhutan,Maldives,Maldives,field,Maldives,['Ibrahim Hassan']
462,1208613,2019-12-09,male,Tribhuvan University International Cricket Ground,Nepal,Maldives,Nepal,field,Nepal,['LN Rajbanshi']
463,1208804,2019-12-02,female,Pokhara Rangasala,Nepal,Maldives,Maldives,bat,Nepal,['Anjali Chand']
464,1208810,2019-12-07,female,Pokhara Rangasala,Nepal,Maldives,Maldives,bat,Nepal,['Anjali Chand']
465,1213058,2020-01-24,male,Gaddafi Stadium,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,['Shoaib Malik']
466,1213059,2020-01-25,male,Gaddafi Stadium,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,['Babar Azam']
467,1213874,2020-03-04,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['O Thomas']
468,1213875,2020-03-06,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,field,West Indies,['AD Russell']
469,1214670,2020-03-09,male,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,['Soumya Sarkar']
470,1214671,2020-03-11,male,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,['Liton Das']
471,1214763,2020-02-04,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Oman,field,Germany,['CM Gough']
472,1214764,2020-02-05,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Oman,bat,Germany,['AM Healey']
473,1214765,2020-02-07,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Germany,bat,Germany,['JE Ronalds']
474,1214766,2020-02-08,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Germany,bat,Germany,['ST Frohnmayer']
475,1215136,2020-02-20,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Khizar Hayat']
476,1215137,2020-02-21,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Virandeep Singh']
477,1215138,2020-02-23,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Ahmed Faiz Mohammad Noor']
478,1215139,2020-02-24,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Virandeep Singh']
479,1215140,2020-02-26,male,Kinrara Academy Oval,Malaysia,Hong Kong,Hong Kong,bat,Malaysia,['KD Shah']
480,1215159,2020-02-25,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,Oman,field,Oman,['Khawar Ali']
481,1215160,2020-02-25,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,United Arab Emirates,United Arab Emirates,bat,United Arab Emirates,['Chirag Suri']
482,1215161,2020-02-25,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,Qatar,Qatar,bat,Bahrain,['Sarfaraz Ali']
483,1215162,2020-02-25,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Iran,Kuwait,Kuwait,field,Kuwait,['MNM Aslam']
484,1215163,2020-02-26,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,Bahrain,Bahrain,field,Kuwait,['R Sandaruwan']
485,1215164,2020-02-26,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,United Arab Emirates,United Arab Emirates,bat,United Arab Emirates,['Junaid Siddique (2)']
486,1215165,2020-02-27,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,United Arab Emirates,Kuwait,field,United Arab Emirates,['Sultan Ahmed (2)']
487,1216416,2020-03-06,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Ireland,bat,Afghanistan,['Rashid Khan']
488,1216417,2020-03-08,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Afghanistan,bat,Afghanistan,['Mujeeb Ur Rahman']
489,1216418,2020-03-10,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Ireland,bat,no result,"[""KJ O'Brien""]"
490,1217738,2020-02-29,male,Terdthai Cricket Ground,Thailand,Singapore,Thailand,field,Singapore,['Sidhant Singh']
491,1217740,2020-03-01,male,Terdthai Cricket Ground,Hong Kong,Nepal,Nepal,field,Hong Kong,['Haroon Arshad']
492,1217741,2020-03-01,male,Terdthai Cricket Ground,Thailand,Malaysia,Thailand,bat,Malaysia,['Pavandeep Singh']
493,1217742,2020-03-03,male,Terdthai Cricket Ground,Malaysia,Singapore,Singapore,bat,Singapore,['Pavandeep Singh']
494,1217743,2020-03-03,male,Terdthai Cricket Ground,Thailand,Hong Kong,Thailand,bat,Hong Kong,['Pavandeep Singh']
495,1217744,2020-03-04,male,Terdthai Cricket Ground,Thailand,Nepal,Thailand,bat,Nepal,['Karan KC']
496,1217745,2020-03-04,male,Terdthai Cricket Ground,Hong Kong,Singapore,Singapore,bat,Singapore,['Manpreet Singh']
497,1217747,2020-03-06,male,Terdthai Cricket Ground,Hong Kong,Malaysia,Malaysia,bat,Hong Kong,['Manpreet Singh']
498,211028.,2005-06-13,male,The Rose Bowl,England,Australia,England,bat,England,['KP Pietersen']
499,211048.,2005-02-17,male,Eden Park,New Zealand,Australia,Australia,bat,Australia,['RT Ponting']
500,222678.,2005-10-21,male,New Wanderers Stadium,South Africa,New Zealand,New Zealand,field,New Zealand,['JS Patel']
501,225263.,2006-08-28,male,County Ground,England,Pakistan,England,bat,Pakistan,['Shahid Afridi']
502,225271.,2006-06-15,male,The Rose Bowl,England,Sri Lanka,Sri Lanka,bat,Sri Lanka,['ST Jayasuriya']
503,226374.,2006-01-09,male,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,Australia,bat,Australia,['DR Martyn']
504,237242.,2006-02-16,male,Eden Park,New Zealand,West Indies,New Zealand,field,no result,['DR Smith']
505,238195.,2006-02-24,male,New Wanderers Stadium,South Africa,Australia,South Africa,bat,South Africa,['GC Smith']
506,249227.,2007-01-09,male,Sydney Cricket Ground,Australia,England,Australia,bat,Australia,['CL White']
507,251487.,2006-12-22,male,Westpac Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['ST Jayasuriya']
508,251488.,2006-12-26,male,Eden Park,New Zealand,Sri Lanka,New Zealand,field,New Zealand,['JEC Franklin']
509,255954.,2006-12-01,male,New Wanderers Stadium,South Africa,India,South Africa,bat,India,['KD Karthik']
510,258463.,2007-06-28,male,Kennington Oval,England,West Indies,West Indies,bat,West Indies,['PD Collingwood']
511,258464.,2007-06-29,male,Kennington Oval,England,West Indies,West Indies,bat,England,['OA Shah']
512,287853.,2007-09-11,male,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,['CH Gayle']
513,287854.,2007-09-12,male,Kingsmead,Kenya,New Zealand,New Zealand,field,New Zealand,['MR Gillespie']
514,287855.,2007-09-12,male,Kingsmead,Pakistan,Scotland,Scotland,field,Pakistan,['Shahid Afridi']
515,287856.,2007-09-12,male,Newlands,Australia,Zimbabwe,Australia,bat,Zimbabwe,['BRM Taylor']
516,287857.,2007-09-13,male,New Wanderers Stadium,Bangladesh,West Indies,Bangladesh,field,Bangladesh,['Mohammad Ashraful']
517,287858.,2007-09-13,male,Newlands,England,Zimbabwe,England,bat,England,['KP Pietersen']
518,287860.,2007-09-14,male,New Wanderers Stadium,Kenya,Sri Lanka,Kenya,field,Sri Lanka,['ST Jayasuriya']
519,287861.,2007-09-14,male,Newlands,Australia,England,England,bat,Australia,['NW Bracken']
520,287862.,2007-09-14,male,Kingsmead,India,Pakistan,Pakistan,field,no result,['Mohammad Asif']
521,287863.,2007-09-15,male,New Wanderers Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['ST Jayasuriya']
522,287864.,2007-09-15,male,Newlands,South Africa,Bangladesh,South Africa,field,South Africa,['M Morkel']
523,287865.,2007-09-16,male,New Wanderers Stadium,India,New Zealand,India,field,New Zealand,['DL Vettori']
524,287866.,2007-09-16,male,Newlands,Australia,Bangladesh,Australia,field,Australia,['B Lee']
525,287867.,2007-09-16,male,Newlands,South Africa,England,England,field,South Africa,['JA Morkel']
526,287868.,2007-09-17,male,New Wanderers Stadium,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,['Younis Khan']
527,287869.,2007-09-18,male,Kingsmead,England,New Zealand,England,field,New Zealand,['CD McMillan']
528,287870.,2007-09-18,male,New Wanderers Stadium,Australia,Pakistan,Pakistan,field,Pakistan,['Misbah-ul-Haq']
529,287871.,2007-09-18,male,New Wanderers Stadium,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,['CRD Fernando']
530,287872.,2007-09-19,male,Kingsmead,South Africa,New Zealand,South Africa,field,South Africa,['JM Kemp']
531,287873.,2007-09-19,male,Kingsmead,England,India,India,bat,India,['Yuvraj Singh']
532,287874.,2007-09-20,male,Newlands,Australia,Sri Lanka,Australia,field,Australia,['SR Clark']
533,287875.,2007-09-20,male,Newlands,Bangladesh,Pakistan,Pakistan,field,Pakistan,['Junaid Siddique']
534,287876.,2007-09-20,male,Kingsmead,South Africa,India,India,bat,India,['RG Sharma']
535,287877.,2007-09-22,male,Newlands,New Zealand,Pakistan,New Zealand,bat,Pakistan,['Umar Gul']
536,287878.,2007-09-22,male,Kingsmead,Australia,India,India,bat,India,['Yuvraj Singh']
537,287879.,2007-09-24,male,New Wanderers Stadium,India,Pakistan,India,bat,India,['IK Pathan']
538,291343.,2007-12-11,male,Western Australia Cricket Association Ground,Australia,New Zealand,Australia,bat,Australia,['A Symonds']
539,291356.,2008-02-01,male,Melbourne Cricket Ground,Australia,India,India,bat,Australia,['MJ Clarke']
540,296903.,2008-06-13,male,Old Trafford,England,New Zealand,England,field,England,['IR Bell']
541,297800.,2007-10-20,male,Brabourne Stadium,India,Australia,Australia,bat,India,['G Gambhir']
542,298795.,2007-11-23,male,New Wanderers Stadium,South Africa,New Zealand,South Africa,field,South Africa,['AB de Villiers']
543,298804.,2008-01-18,male,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,['SM Pollock']
544,300435.,2008-02-05,male,Eden Park,New Zealand,England,New Zealand,field,England,['AD Mascarenhas']
545,300436.,2008-02-07,male,Jade Stadium,New Zealand,England,England,bat,England,['PD Collingwood']
546,306987.,2007-09-01,male,Gymkhana Club Ground,Kenya,Bangladesh,Bangladesh,field,Bangladesh,['Nazimuddin']
547,306989.,2007-09-02,male,Gymkhana Club Ground,Bangladesh,Pakistan,Bangladesh,field,Pakistan,['Imran Nazir']
548,306991.,2007-09-04,male,Gymkhana Club Ground,Kenya,Pakistan,Kenya,bat,Pakistan,['Younis Khan']
549,319112.,2007-12-16,male,St George's Park,South Africa,West Indies,West Indies,field,West Indies,['JE Taylor']
